NAME	cluster dominant cell type	supercluster for LDSC-SEG	X	Y
782	CD8+ PD1+ T cell	NK/T	3.5616635279234776	-3.014978000808318
783	CD8+ PD1+ T cell	NK/T	3.5495330162344603	-3.802990042009483
784	CD4+ T cell	NK/T	8.223724573715701	-3.885873541846853
785	CD4+ T cell	NK/T	6.6756662725261275	-2.1829816645688576
786	CD8+ PD1+ T cell	NK/T	3.2132752941400344	-3.662486625225512
787	B cell	B lineage	-9.246105107749166	-11.691258183516798
788	CD8+ PD1+ T cell	NK/T	4.095497390431497	-4.828428223729174
789	CD8+ PD1+ T cell	NK/T	3.2175873484182618	-3.1297898602272998
790	CD4+ T cell	NK/T	6.2147673028139945	-2.7306575050672035
791	CD14+ monocyte	monocyte/macrophage	-3.4154633190944987	-2.1925608804735726
792	CD14+ monocyte	monocyte/macrophage	-7.374773366275544	-4.200975441161236
793	B cell	B lineage	-9.436491955689759	-11.641059723714438
794	CD4+ T cell	NK/T	8.213397458654827	-4.835699792287173
795	CD4+ T cell	NK/T	7.634811703624698	-2.2038718100378216
796	plasma cell	B lineage	1.8412955509192848	-16.76921802973446
797	CD8+ CXCR4+ T cell	NK/T	5.109152997961568	-4.527855350920218
798	plasma cell	B lineage	1.6385474292809217	-16.745272837277742
799	CD8+ PD1+ T cell	NK/T	3.9457456676272167	-4.596531675126071
800	CD4+ Treg cell	NK/T	8.183356563582471	-4.963819154781939
801	plasma cell	B lineage	2.1945538398209092	-16.814949720332123
802	CD8+ PD1+ T cell	NK/T	4.124801654630935	-3.1864873821805433
803	macrophage	monocyte/macrophage	-3.215823249871151	-2.5273019775600782
804	CD8+ PD1+ T cell	NK/T	3.284142631847588	-3.048169601124662
805	plasma cell	B lineage	2.0426476345231124	-16.63128998585394
806	CD8+ PD1+ T cell	NK/T	3.411172317560426	-3.9249432528034767
807	CD8+ CXCR4+ T cell	NK/T	5.455808969782947	-3.6315561533380047
808	CD8+ PD1+ T cell	NK/T	3.1643154729657312	-3.8534574384150155
809	CD4+ T cell	NK/T	7.62826068194549	-1.495999354556942
810	CD8+ PD1+ T cell	NK/T	2.9862686012002277	-3.837470634557479
811	CD14+ monocyte	monocyte/macrophage	-7.335425780194372	-4.19204239704454
812	CD14+ monocyte	monocyte/macrophage	-7.38060828526583	-4.21523345932556
813	CD4+ Treg cell	NK/T	8.10808685126341	-4.95299851250997
814	B cell	B lineage	-9.45068262837973	-11.740956179848604
815	CD8+ CXCR4+ T cell	NK/T	3.590338985733449	-3.2703765237175153
816	CD8+ PD1+ T cell	NK/T	3.7351105967148546	-3.7706197224613214
817	plasma cell	B lineage	2.230932010500209	-16.818762245555135
818	CD4+ T cell	NK/T	7.256909169994066	-1.9812808004742415
819	CD4+ T cell	NK/T	6.325124282664818	-2.834808811251496
820	CD14+ monocyte	monocyte/macrophage	-7.395234793672903	-4.186562426007362
821	CD4+ Treg cell	NK/T	7.720757005913161	-4.8720711319733905
822	CD4+ Treg cell	NK/T	8.058849164477708	-4.942739204841523
823	CD8+ PD1+ T cell	NK/T	3.1732751608722225	-3.74133972932244
824	CD8+ CXCR4+ T cell	NK/T	3.625091990033835	-4.279229700131493
825	CD8+ PD1+ T cell	NK/T	3.5057949760194593	-2.9738208847113343
826	CD8+ GNLY+ T cell	NK/T	2.193879278857309	-5.241857687984693
827	CD4+ T cell	NK/T	8.123234666776447	-4.4065872975118
828	CD14+ monocyte	monocyte/macrophage	-7.344722008429389	-4.216333804220973
829	CD8+ PD1+ T cell	NK/T	3.4269019535684957	-3.791061485954748
830	CD8+ PD1+ T cell	NK/T	3.542550107698814	-3.3872535788440823
831	CD8+ PD1+ T cell	NK/T	3.5397427536395227	-3.534165896134936
832	CD8+ CXCR4+ T cell	NK/T	5.411537849287369	-3.6476445076328896
833	CD8+ PD1+ T cell	NK/T	3.5166771911601904	-3.917222113743687
834	CD4+ T cell	NK/T	6.141804795121278	-2.612530719737185
835	CD8+ PD1+ T cell	NK/T	2.5108371260351037	-4.962418925593843
836	CD8+ PD1+ T cell	NK/T	3.4578708349014318	-3.510903351241455
837	CD4+ Treg cell	NK/T	8.504856559796867	-4.860928045762467
838	CD8+ PD1+ T cell	NK/T	3.361723822366882	-4.219383407321045
839	plasma cell	B lineage	2.0831602037366337	-16.68220540623047
840	CD8+ PD1+ T cell	NK/T	3.367663566099018	-4.0842755396926025
841	CD4+ T cell	NK/T	7.369766246235047	-2.8430548970567795
842	CD8+ PD1+ T cell	NK/T	3.14239126930521	-3.9111566922497945
843	B cell	B lineage	1.0421408848026146	-16.727903018608096
844	CD4+ Treg cell	NK/T	7.829212946293182	-3.4542239236281156
845	CD8+ PD1+ T cell	NK/T	3.5210763445276454	-3.4505456916469672
846	CD8+ PD1+ T cell	NK/T	3.2060391796073917	-3.4642680720005403
847	CD4+ T cell	NK/T	8.216108759014734	-3.5296583800921297
848	prostate cancer cell	prostate cancer	5.366816760841098	3.8971842809147117
849	prostate cancer cell	prostate cancer	5.252403110769706	4.527270145115045
850	prostate cancer cell	prostate cancer	5.8154421514763275	4.395797386634671
851	prostate cancer cell	prostate cancer	5.756757527824245	3.790896309387096
852	prostate cancer cell	prostate cancer	6.764469282256369	3.1249564304696267
853	prostate cancer cell	prostate cancer	5.032388717149475	4.583712784325153
854	prostate cancer cell	prostate cancer	5.535374029797237	4.307964984122901
855	prostate cancer cell	prostate cancer	4.861971355824328	4.339827578936696
856	prostate cancer cell	prostate cancer	4.804995127404136	4.306294736563554
857	prostate cancer cell	prostate cancer	5.43351817688717	4.271844071251495
858	prostate cancer cell	prostate cancer	5.600882992441812	4.690293878354103
859	prostate cancer cell	prostate cancer	6.372056682174955	3.8491298649857373
860	prostate cancer cell	prostate cancer	5.465512582953895	5.147449880215554
861	prostate cancer cell	prostate cancer	5.585241790010523	4.523809299268937
862	prostate cancer cell	prostate cancer	4.949872796880124	3.620774507124487
863	prostate cancer cell	prostate cancer	4.494021463618542	3.304119366690846
864	prostate cancer cell	prostate cancer	5.64804437908423	4.36502320244794
865	prostate cancer cell	prostate cancer	5.531829998306205	4.2206970920455795
866	prostate cancer cell	prostate cancer	4.255656099415216	3.3057324565910586
867	prostate cancer cell	prostate cancer	4.977585066535787	3.9377131502284164
868	prostate cancer cell	prostate cancer	5.2567832083138475	4.860281886264236
869	prostate cancer cell	prostate cancer	5.088840568127859	3.877990838906261
870	prostate cancer cell	prostate cancer	5.213978547448887	5.043008152593806
871	prostate cancer cell	prostate cancer	4.553132204058034	3.975886331289597
872	prostate cancer cell	prostate cancer	6.296504442146504	3.784883817015389
873	prostate cancer cell	prostate cancer	5.2295832440400485	3.7636619964199496
874	prostate cancer cell	prostate cancer	4.614309654406678	3.479585576831814
875	prostate cancer cell	prostate cancer	6.011288861739067	3.853847954606628
876	prostate cancer cell	prostate cancer	5.375108486150615	4.579891053974585
877	prostate cancer cell	prostate cancer	4.713364917072725	4.989422411451267
878	prostate cancer cell	prostate cancer	5.508394699041946	5.240862207985199
879	prostate cancer cell	prostate cancer	5.07354709268385	5.29454991010304
880	prostate cancer cell	prostate cancer	5.4011601031169425	5.083468603121421
881	prostate cancer cell	prostate cancer	5.214785002026392	5.109356789454967
882	prostate cancer cell	prostate cancer	4.199240573972888	3.9695610259372542
883	prostate cancer cell	prostate cancer	5.309511490174812	5.28760090286919
884	prostate cancer cell	prostate cancer	5.02003003210722	5.309021867555963
885	prostate cancer cell	prostate cancer	5.042229706494589	4.825682093672013
886	prostate cancer cell	prostate cancer	4.785751852299698	4.825114401474632
887	prostate cancer cell	prostate cancer	4.917682714255894	5.149248809934658
888	prostate cancer cell	prostate cancer	5.2010655772713275	5.156430486270967
889	prostate cancer cell	prostate cancer	4.260691304286286	3.7926407481722086
890	prostate cancer cell	prostate cancer	5.200282871246365	5.183573179867508
891	prostate cancer cell	prostate cancer	4.742640648868371	5.435042336842624
892	prostate cancer cell	prostate cancer	4.888970891890961	5.236477719596827
893	prostate cancer cell	prostate cancer	4.609418518062491	3.8069767622177415
894	prostate cancer cell	prostate cancer	4.7364944001463485	3.8235029598017563
895	prostate cancer cell	prostate cancer	4.88270836647815	3.3744283298521807
896	prostate cancer cell	prostate cancer	4.685796861449768	5.298970246450962
897	prostate cancer cell	prostate cancer	6.400470448523967	3.6028377831209295
898	prostate cancer cell	prostate cancer	4.9794009541977	4.839971606394876
899	prostate cancer cell	prostate cancer	4.164193797529509	3.588611754943646
900	prostate cancer cell	prostate cancer	5.596903127978693	4.893400814545441
901	prostate cancer cell	prostate cancer	4.760424603114606	5.210989746063284
902	prostate cancer cell	prostate cancer	2.973087078982063	5.869295315935986
903	prostate cancer cell	prostate cancer	6.500437294303595	3.6145776232553417
904	prostate cancer cell	prostate cancer	4.478860429635044	4.846180269672473
905	prostate cancer cell	prostate cancer	5.185944695590927	5.421181849207494
906	prostate cancer cell	prostate cancer	4.263429867596306	3.6812597942903316
907	prostate cancer cell	prostate cancer	4.116613269160869	3.6260731832382755
908	prostate cancer cell	prostate cancer	5.105742848516975	5.2886614569334185
909	prostate cancer cell	prostate cancer	5.295499141046536	5.127237446916318
910	prostate cancer cell	prostate cancer	5.2399076999765715	5.154801248495858
911	prostate cancer cell	prostate cancer	4.641059841618585	5.073862759767609
912	prostate cancer cell	prostate cancer	6.336975600648596	3.81541755563225
913	plasmablast	B lineage	-6.482545442097358	-11.468775574045111
914	CD8+ GNLY+ T cell	NK/T	3.23970796552471	-6.452253208712083
915	CD16+ monocyte	monocyte/macrophage	-8.982954188149689	-4.9143716046283314
916	CD8+ CXCR4+ T cell	NK/T	6.048538862140141	-2.6367724062816005
917	CD4+ T cell	NK/T	7.306657861483766	-2.6873753557462705
918	neutrophil	neutrophil	-8.552328448851487	-3.2233922334928025
919	CD8+ CXCR4+ T cell	NK/T	5.023417898497727	-5.437892284355277
920	CD8+ CXCR4+ T cell	NK/T	5.1305862248974226	-5.117726089834222
921	CD8+ CXCR4+ T cell	NK/T	2.59546816623225	-5.155212863798518
922	CD4+ T cell	NK/T	8.128377279353943	-2.5161479847080512
923	CD16+ monocyte	monocyte/macrophage	-9.308557238747108	-4.325859128392862
924	CD8+ CXCR4+ T cell	NK/T	5.13854107041782	-5.376522887382706
925	CD4+ T cell	NK/T	7.328989947294606	-2.1713864171598396
926	CD8+ CXCR4+ T cell	NK/T	4.905442206487203	-5.533521885084735
927	CD8+ GNLY+ T cell	NK/T	2.641665609868887	-5.002430013453293
928	CD4+ T cell	NK/T	8.064416493895957	-3.520331193912156
929	CD16+ monocyte	monocyte/macrophage	-9.13677087988711	-4.800146684550134
930	B cell	B lineage	-8.472725237941253	-11.845352404904126
931	CD4+ T cell	NK/T	7.990390707420825	-1.9551130007986766
932	CD8+ CXCR4+ T cell	NK/T	5.537095541821458	-3.764061382685808
933	CD4+ T cell	NK/T	8.193196313574738	-2.271310431043423
934	B cell	B lineage	-8.581103223630686	-11.556830520962738
935	CD4+ T cell	NK/T	8.143522734867584	-2.2283604814544704
936	CD4+ T cell	NK/T	7.46070107209906	-2.3011780798962667
937	CD8+ CXCR4+ T cell	NK/T	5.320660986459527	-4.686905452188981
938	B cell	B lineage	-8.257705352300357	-11.570017341252532
939	CD8+ CXCR4+ T cell	NK/T	5.037337369787445	-5.478376806556492
940	CD4+ Treg cell	NK/T	7.941488817935867	-3.8712949554720115
941	CD4+ T cell	NK/T	7.299470387372121	-2.0597028885296815
942	CD4+ T cell	NK/T	7.862114516290357	-1.5846371717879615
943	CD8+ CXCR4+ T cell	NK/T	5.284477424564041	-4.3408246650460205
944	CD16+ monocyte	monocyte/macrophage	-9.200299838360774	-4.6145736110138875
945	CD8+ CXCR4+ T cell	NK/T	5.06635998527535	-6.091249025964403
946	CD8+ CXCR4+ T cell	NK/T	5.79506917020862	-4.085305101819858
947	CD8+ CXCR4+ T cell	NK/T	6.446971227662939	-3.140470863416728
948	CD8+ CXCR4+ T cell	NK/T	5.206099047973127	-4.9237119321911855
949	CD4+ T cell	NK/T	7.785391680599566	-2.379347025352605
950	CD8+ CXCR4+ T cell	NK/T	2.4942627681379093	-5.196622072729975
951	CD4+ T cell	NK/T	7.497747688618279	-2.2699203870124274
952	CD8+ CXCR4+ T cell	NK/T	6.172308251539704	-3.5952028185822513
953	CD4+ T cell	NK/T	8.053724228894163	-2.4480924696158857
954	CD4+ T cell	NK/T	6.683274261573477	-3.279499065404689
955	CD8+ CXCR4+ T cell	NK/T	5.2003739038128955	-4.741149924890218
956	CD8+ CXCR4+ T cell	NK/T	5.753003896091583	-3.619367110871821
957	CD8+ CXCR4+ T cell	NK/T	6.0812358461894656	-3.695279698017993
958	CD4+ T cell	NK/T	7.563751366613291	-1.5619898438869617
959	CD4+ T cell	NK/T	7.528926061627305	-3.0941389933959647
960	B cell	B lineage	-8.213013844532222	-11.859940265946799
961	B cell	B lineage	-8.86825096950926	-12.208917476116929
962	CD4+ T cell	NK/T	8.198872038876443	-2.20581244635914
963	CD8+ CXCR4+ T cell	NK/T	6.51804287001376	-2.865453567350757
964	CD14+ monocyte	monocyte/macrophage	-4.973361619019068	-0.2845198585455857
965	CD4+ T cell	NK/T	7.792168897470707	-1.6733156468756667
966	CD4+ T cell	NK/T	8.09946138253338	-2.06645199736553
967	CD16+ NK cell	NK/T	3.343700383423145	-6.790558132728664
968	CD4+ T cell	NK/T	6.486743030081412	-3.1641126320385835
969	CD14+ monocyte	monocyte/macrophage	-7.849272567535985	-4.124249330892786
970	CD8+ CXCR4+ T cell	NK/T	5.325377885372349	-5.626106727342128
971	CD14+ monocyte	monocyte/macrophage	-8.151718879694991	-3.867621210325402
972	CD4+ T cell	NK/T	7.54119594576204	-2.099791060816163
973	CD8+ CXCR4+ T cell	NK/T	5.378989206077735	-4.1715023675623
974	CD8+ CXCR4+ T cell	NK/T	5.1062938691886846	-5.910911865709306
975	B cell	B lineage	-8.868588729088291	-12.277990059052646
976	CD4+ T cell	NK/T	8.021067101258447	-1.5720529357002546
977	CD8+ GNLY+ T cell	NK/T	2.747930153561792	-5.390510169680772
978	CD4+ T cell	NK/T	8.319070510948537	-2.301314202111995
979	CD8+ CXCR4+ T cell	NK/T	5.12898490208941	-5.770656305921836
980	CD8+ CXCR4+ T cell	NK/T	6.00323899100532	-4.031279747218004
981	CD4+ T cell	NK/T	7.128497902284387	-1.988014935311189
982	CD4+ T cell	NK/T	7.386623426707225	-2.5677871710821987
983	CD8+ CXCR4+ T cell	NK/T	4.7955460152498	-5.0765597169679
984	B cell	B lineage	-8.98928356136625	-12.185484668289801
985	CD8+ CXCR4+ T cell	NK/T	5.085204241953489	-5.429518427158081
986	CD8+ CXCR4+ T cell	NK/T	5.1873742631171105	-5.998927209123224
987	CD8+ PD1+ T cell	NK/T	4.870878663078504	-4.059841326388383
988	CD14+ monocyte	monocyte/macrophage	-4.598093463664007	-0.1891950191759595
989	CD16+ monocyte	monocyte/macrophage	-9.073216960176559	-4.041466887450962
990	CD4+ T cell	NK/T	5.497022269876653	-3.892675973653788
991	B cell	B lineage	-8.271078910524112	-11.970177297647258
992	CD14+ monocyte	monocyte/macrophage	-4.502504571608236	-0.3775294856194582
993	CD8+ CXCR4+ T cell	NK/T	4.574631328257717	-5.3795419425821835
994	CD8+ CXCR4+ T cell	NK/T	4.92413899779678	-4.3185324818031265
995	CD8+ CXCR4+ T cell	NK/T	5.173913097320835	-5.789713684019556
996	CD4+ T cell	NK/T	7.808812266479372	-1.7895463843316377
997	CD14+ monocyte	monocyte/macrophage	-4.937887930472016	-0.2349206787202518
998	CD4+ T cell	NK/T	7.683239986003088	-3.9299301635063535
999	neutrophil	neutrophil	-6.22632505009527	-0.14854815884425498
1000	neutrophil	neutrophil	-6.394368427556278	-0.2751524628225088
1001	neutrophil	neutrophil	-6.1513317225589885	-0.08298997616583326
1002	prostate cancer cell	prostate cancer	4.956260145380395	6.643948777852943
1003	prostate cancer cell	prostate cancer	5.137393694277479	6.561785742626476
1004	prostate cancer cell	prostate cancer	4.827245186173758	6.548213922049916
1005	prostate cancer cell	prostate cancer	4.944927710685496	6.661908808623526
1006	prostate cancer cell	prostate cancer	4.973412902180546	6.611940347822497
1007	prostate cancer cell	prostate cancer	4.958870370979881	6.57307581761318
1008	prostate cancer cell	prostate cancer	6.03814235252939	3.6492184856192478
1009	prostate cancer cell	prostate cancer	5.046671059185799	6.407480482844422
1010	prostate cancer cell	prostate cancer	5.031065930191579	6.532978653199963
1011	prostate cancer cell	prostate cancer	5.405424329316466	6.572555050909131
1012	prostate cancer cell	prostate cancer	6.5983500298973565	3.896995416582977
1013	prostate cancer cell	prostate cancer	4.967977011138967	6.32663971730743
1014	prostate cancer cell	prostate cancer	5.036279179179396	6.311869231805463
1015	prostate cancer cell	prostate cancer	3.6766349089756525	7.584571601348507
1016	prostate cancer cell	prostate cancer	5.0474768357749	6.397649161065225
1017	prostate cancer cell	prostate cancer	4.879682093398618	6.459441316986659
1018	prostate cancer cell	prostate cancer	4.895936455466299	6.685300482417929
1019	prostate cancer cell	prostate cancer	4.761998395772432	6.800348238511322
1020	prostate cancer cell	prostate cancer	6.509701091465549	3.779798628377033
1021	prostate cancer cell	prostate cancer	5.021166292074744	6.407688922823622
1022	prostate cancer cell	prostate cancer	6.721780075197791	3.427862397147011
1023	prostate cancer cell	prostate cancer	5.114216040155796	6.547521851320649
1024	B cell	B lineage	-8.559774189602143	-12.22053739384468
1025	CD16+ monocyte	monocyte/macrophage	-9.02705613133966	-4.9020120711782695
1026	B cell	B lineage	-8.483259506263066	-12.041363621482569
1027	B cell	B lineage	-9.927417833463657	-11.846345536521007
1028	CD4+ T cell	NK/T	7.897312861480036	-1.945610213171292
1029	CD4+ T cell	NK/T	7.5955831304400325	-1.5491748166773336
1030	B cell	B lineage	-9.008197151090938	-11.73219712800544
1031	B cell	B lineage	-10.138182513672529	-11.78184020432915
1032	B cell	B lineage	-9.613205095743409	-11.790174125299911
1033	CD4+ T cell	NK/T	7.287427162148335	-3.137626876289761
1034	plasma cell	B lineage	-9.039972697389537	-11.829393389897374
1035	B cell	B lineage	-10.080622485799209	-11.906676353220645
1036	CD4+ T cell	NK/T	7.712828804001108	-2.0109896391133484
1037	B cell	B lineage	-8.462226993742748	-11.671576605019348
1038	CD4+ T cell	NK/T	7.043072301913376	-2.5298060117020884
1039	B cell	B lineage	-8.765864713714494	-11.911038202140459
1040	B cell	B lineage	-9.574082122531863	-11.714598825499925
1041	CD4+ T cell	NK/T	6.746224397677521	-1.5846882828438482
1042	B cell	B lineage	-10.23890054214052	-11.802473554883989
1043	CD4+ T cell	NK/T	6.977926683813003	-1.559291564145281
1044	CD8+ GNLY+ T cell	NK/T	3.561727735170288	-4.550944551372009
1045	B cell	B lineage	-8.532867783250175	-11.899699669025717
1046	B cell	B lineage	-10.13368603020464	-11.879461364508598
1047	B cell	B lineage	-10.116462762910833	-11.850843599118065
1048	B cell	B lineage	-9.918503588919586	-12.00199458347641
1049	B cell	B lineage	-9.433667682838632	-12.020766729095781
1050	B cell	B lineage	-8.90696970742804	-11.750014181432725
1051	B cell	B lineage	-8.861410065171881	-11.639426851884021
1052	B cell	B lineage	-9.3490689179697	-11.8439249527831
1053	B cell	B lineage	-8.765463860576027	-12.118750625333716
1054	B cell	B lineage	-8.854048515131682	-11.617832435225631
1055	CD4+ T cell	NK/T	7.326780723660705	-1.8618691349916086
1056	CD4+ T cell	NK/T	7.869163338570137	-2.9219884325288366
1057	CD4+ Treg cell	NK/T	8.527197397340382	-4.164463203060052
1058	CD4+ Treg cell	NK/T	8.465137895812875	-4.409923044883724
1059	CD4+ T cell	NK/T	6.843860792193937	-1.389750685143436
1060	B cell	B lineage	-10.17447918151218	-11.889935251199255
1061	CD14+ monocyte	monocyte/macrophage	-4.2832018057222525	-0.5244504436470558
1062	B cell	B lineage	-8.454092991980739	-11.553810610517353
1063	CD4+ T cell	NK/T	7.20028568531991	-2.1831625757851962
1064	CD4+ T cell	NK/T	7.488683500666253	-3.0576807691144987
1065	B cell	B lineage	-8.342166348302259	-11.757076964889844
1066	B cell	B lineage	-8.81104091918016	-11.933222448299809
1067	B cell	B lineage	-10.176865453977703	-11.833107631654913
1068	CD4+ T cell	NK/T	7.300069078769769	-3.412233609953801
1069	CD4+ T cell	NK/T	6.609359687388872	-2.131032394204447
1070	B cell	B lineage	-8.693751579841551	-11.673594915794592
1071	B cell	B lineage	-9.25264790290757	-11.73073917993147
1072	B cell	B lineage	-9.478517701047386	-11.887534665877375
1073	CD16+ monocyte	monocyte/macrophage	-9.122937545780225	-4.989497234092907
1074	B cell	B lineage	-8.870286066341114	-11.818230165935365
1075	B cell	B lineage	-8.558676617940622	-11.665586300083536
1076	CD4+ T cell	NK/T	6.547574904506866	-2.110834177662067
1077	CD4+ T cell	NK/T	5.668841469851306	-4.129872931607627
1078	CD4+ T cell	NK/T	7.4186134724708435	-3.1703904729731374
1079	B cell	B lineage	-10.09222310069774	-11.772371666199186
1080	B cell	B lineage	-8.287410700487955	-11.746971854090702
1081	B cell	B lineage	-8.848326528467078	-12.066618727024776
1082	B cell	B lineage	-8.608983189152543	-11.544902608673231
1083	B cell	B lineage	-8.73528222968108	-12.161347725875912
1084	B cell	B lineage	-8.378605786194191	-11.550447692276851
1085	B cell	B lineage	-8.488234573979366	-11.550585246642338
1086	B cell	B lineage	-8.677199086864716	-11.747926506467893
1087	CD4+ T cell	NK/T	7.214678562053232	-1.3499461323752142
1088	CD4+ T cell	NK/T	7.488173824972655	-1.428154069157316
1089	B cell	B lineage	-8.484637225414783	-11.949717430592285
1090	CD8+ GNLY+ T cell	NK/T	2.737362763223252	-5.430090971445118
1091	B cell	B lineage	-9.182401532497096	-12.050378915717133
1092	B cell	B lineage	-9.224295150574184	-11.904171227327371
1093	CD4+ T cell	NK/T	8.005960824912636	-3.3482262438718893
1094	CD8+ CXCR4+ T cell	NK/T	5.480436186530632	-3.6932155840472594
1095	CD4+ T cell	NK/T	7.548173197898438	-2.284254127955844
1096	CD4+ T cell	NK/T	6.51953143930629	-2.180123311003507
1097	B cell	B lineage	-9.519906566160007	-11.811531521789624
1098	CD4+ T cell	NK/T	7.56504849465009	-1.2237246848763386
1099	B cell	B lineage	-8.565733725609876	-11.85188402393009
1100	CD4+ T cell	NK/T	7.442759715228546	-3.512814150750115
1101	CD4+ T cell	NK/T	6.300777647027443	-1.9908139457781753
1102	CD4+ T cell	NK/T	6.7242363169633395	-1.3551406885473856
1103	prostate cancer cell	prostate cancer	3.0110749972761734	7.210276445190823
1104	prostate cancer cell	prostate cancer	3.419561395839837	7.56285039787517
1105	prostate cancer cell	prostate cancer	2.3551545927634567	6.8368798460883
1106	prostate cancer cell	prostate cancer	2.3996268950915263	6.6674378893830255
1107	prostate cancer cell	prostate cancer	3.113312411920132	7.020115077600606
1108	prostate cancer cell	prostate cancer	3.5252404197573206	7.567784702921925
1109	prostate cancer cell	prostate cancer	3.3639509108663743	7.440077628281552
1110	prostate cancer cell	prostate cancer	2.538155042432119	6.384605841723463
1111	prostate cancer cell	prostate cancer	2.2064802397770853	6.832510194805685
1112	prostate cancer cell	prostate cancer	2.230037297663351	6.445267791177713
1113	prostate cancer cell	prostate cancer	2.4718133508342186	6.745985039921832
1114	prostate cancer cell	prostate cancer	2.1838901459201283	6.644885571071631
1115	prostate cancer cell	prostate cancer	3.455036439071815	7.468982003176382
1116	prostate cancer cell	prostate cancer	3.218472751860539	7.337020044875102
1117	prostate cancer cell	prostate cancer	2.306472864866198	6.566326667175657
1118	prostate cancer cell	prostate cancer	3.1824957568100265	7.029217046552345
1119	prostate cancer cell	prostate cancer	2.1021835158802675	6.758385611973026
1120	prostate cancer cell	prostate cancer	2.4574166125083656	6.288126378337088
1121	prostate cancer cell	prostate cancer	3.406951925017005	7.536074908519588
1122	prostate cancer cell	prostate cancer	3.000739182813545	6.861552611898821
1123	prostate cancer cell	prostate cancer	2.8678704127346406	6.74190773693536
1124	prostate cancer cell	prostate cancer	3.3958037511391965	7.40801276856603
1125	prostate cancer cell	prostate cancer	3.4146737899526345	7.48546915555572
1126	prostate cancer cell	prostate cancer	3.5041260667734897	7.528867991289069
1127	prostate cancer cell	prostate cancer	3.598907490256861	7.6248233148727635
1128	prostate cancer cell	prostate cancer	2.1943844444771474	6.648641677223399
1129	prostate cancer cell	prostate cancer	3.2700061278564303	7.279771887881152
1130	prostate cancer cell	prostate cancer	2.3623434035806024	6.658772799075241
1131	prostate cancer cell	prostate cancer	3.5482823413719284	7.575452577633696
1132	prostate cancer cell	prostate cancer	4.146740550452722	3.502339028144109
1133	prostate cancer cell	prostate cancer	2.2984424488257997	6.635391096975969
1134	prostate cancer cell	prostate cancer	2.285846620042303	6.524506086769364
1135	prostate cancer cell	prostate cancer	3.318549564866986	7.467455376190427
1136	prostate cancer cell	prostate cancer	3.3010691075817298	7.36895167517695
1137	prostate cancer cell	prostate cancer	2.3115725770581736	6.537878927991606
1138	prostate cancer cell	prostate cancer	3.523398361558906	7.527741427330216
1139	prostate cancer cell	prostate cancer	3.2266836369756007	7.156528115638627
1140	prostate cancer cell	prostate cancer	2.5741955963890275	6.719456698810674
1141	prostate cancer cell	prostate cancer	3.054589345836632	6.890798072618818
1142	prostate cancer cell	prostate cancer	2.5210778887827923	6.821708064191251
1143	prostate cancer cell	prostate cancer	3.4710328995183306	7.653069604379478
1144	prostate cancer cell	prostate cancer	3.3908707937227707	7.491386279227552
1145	prostate cancer cell	prostate cancer	2.3933009702601193	6.619446721962083
1146	prostate cancer cell	prostate cancer	3.4441363279812913	7.560115731214635
1147	prostate cancer cell	prostate cancer	3.273665178560374	7.4456624808388145
1148	prostate cancer cell	prostate cancer	3.375694200423621	7.371871397434477
1149	prostate cancer cell	prostate cancer	3.338013763489516	7.421070216395787
1150	prostate cancer cell	prostate cancer	3.3616017266780673	7.409187262292592
1151	prostate cancer cell	prostate cancer	3.3922646994720953	7.520871366327995
1152	prostate cancer cell	prostate cancer	2.454892982115704	6.578436569602296
1153	prostate cancer cell	prostate cancer	3.275908828020334	7.413019956688492
1154	prostate cancer cell	prostate cancer	2.3725601416853626	6.468208207876417
1155	prostate cancer cell	prostate cancer	2.7228670299320776	7.028883402955749
1156	prostate cancer cell	prostate cancer	2.1659301032095213	6.674491714018915
1157	prostate cancer cell	prostate cancer	2.5810695166603925	6.7980254439153445
1158	prostate cancer cell	prostate cancer	2.378298828509334	6.704883935911516
1159	prostate cancer cell	prostate cancer	2.538629033956931	6.200637191416277
1160	prostate cancer cell	prostate cancer	3.354141891669613	7.366068015026
1161	prostate cancer cell	prostate cancer	2.4682132028581827	6.7024610439393
1162	prostate cancer cell	prostate cancer	3.5038496135162807	7.58438406596086
1163	prostate cancer cell	prostate cancer	2.3986451078732434	6.691837921675978
1164	prostate cancer cell	prostate cancer	3.4601566824463013	7.5397869126853365
1165	prostate cancer cell	prostate cancer	2.464261996357483	6.7661126212810085
1166	prostate cancer cell	prostate cancer	2.4793021977818963	6.712725678938112
1167	prostate cancer cell	prostate cancer	3.6224936994385932	7.51105302105891
1168	prostate cancer cell	prostate cancer	3.5863474737166503	7.66743238617358
1169	CD8+ PD1+ T cell	NK/T	7.868290942369009	-1.1118465427311184
1170	prostate cancer cell	prostate cancer	2.8847762032940176	6.771419593223753
1171	prostate cancer cell	prostate cancer	2.108086363801808	6.642977421931848
1172	prostate cancer cell	prostate cancer	2.2680127072143668	6.559704579773083
1173	prostate cancer cell	prostate cancer	2.3112128651307646	6.426466603900769
1174	prostate cancer cell	prostate cancer	2.302040842835902	6.4381109031051125
1175	CD8+ GNLY+ T cell	NK/T	3.3327832672352904	-6.207700079437389
1176	CD8+ PD1+ T cell	NK/T	4.163979421573103	-3.1485092063627884
1177	CD8+ GNLY+ T cell	NK/T	4.511264607418495	-4.11455149099422
